Thread  	Address                 	Instruction                     	Result                                  	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049AB                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000034                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=75E28E8A                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF18 PF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=004049AC                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049AD AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=0000002C                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000001                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF14 PF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=004049AE PF=0                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE2D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049AF AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000010                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000202                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF10 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=004049B0 AF=1                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FECC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049B1 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=0000000C                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF0C AF=1                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=004049B2 AF=0                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE51                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049B3                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000051                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40410E	mov     eax, [esi]              	EAX=3C498362                            	
00000E9C	.vmp0:sub_4041EF-DF     	sub     ebp, 4                  	EBP=0022FF08                            	
00000E9C	.vmp0:sub_4041EF-DC     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-D9     	sub     esi, 0FFFFFFFCh         	ESI=004049B7 CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF-D6     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	CF=0                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE4E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049B8 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000004E                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=3C498362                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	CF=1 AF=1 ZF=1                          	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE48                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE4C                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=3C498388                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049B9 CF=0 PF=0 AF=0 ZF=0        	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000088                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049BA CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000257                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF0C CF=0 PF=1 AF=0             	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049BB                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000030                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF08 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=004049BC                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE08                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049BD AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000024                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049BE CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	                                        	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF0C CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000051                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049BF PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40410E	mov     eax, [esi]              	EAX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF-DF     	sub     ebp, 4                  	EBP=0022FF08                            	
00000E9C	.vmp0:sub_4041EF-DC     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-D9     	sub     esi, 0FFFFFFFCh         	ESI=004049C3 CF=1 PF=1                  	
00000E9C	.vmp0:sub_4041EF-D6     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	CF=0 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE45                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049C4 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000045                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	SF=1                                    	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE48                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE4C                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=C3B67C08                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049C5 PF=1 SF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	                                        	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049C6 CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000282                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF0C CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	                                        	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049C7 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000001C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049C8 CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=C3B67C9E                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF10 CF=0                       	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049C9 PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000020                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049CA CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000202                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF14 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049CB PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000010                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049CC CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000001                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF18 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0000001E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049CD PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000002C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049CE CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=75E28E8A                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF1C CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0000001E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049CF PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000034                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049D0 CF=1 PF=0                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF20 CF=0 AF=1                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049D1 PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	                                        	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049D2 CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000001                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF24 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049D3 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000000C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049D4 CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000202                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF28 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0000001E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049D5 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000000                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049D6 CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF2C CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049D7 PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000030                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049D8 CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=77336194                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF30 CF=0                       	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0000009B                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049D9 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000004                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049DA CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=0022FF58                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF34 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049DB PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000003C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049DC CF=1 PF=0 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000000                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF38 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049DD PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000003C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049DE CF=1 AF=1                  	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000246                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF3C CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=000000CC                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049DF PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000004                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=0022FF58                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF38                            	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=004049E0 AF=1                       	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE3C                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049E1 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000003C                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40432D	mov     eax, ebp                	EAX=0022FF38                            	
00000E9C	.vmp0:sub_4041EF+140    	sub     ebp, 4                  	EBP=0022FF34 PF=0                       	
00000E9C	.vmp0:sub_4041EF+143    	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF+146    	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	AF=1                                    	
